prix,surface,ville,type_bien,nb_pieces,source
1400.0,L Aouina,Tunis,,,tayara
155000.0,L Aouina,Tunis,,,tayara
250000.0,Riadh Andalous,Ariana,,,tayara
2500.0,Yasmine Hammamet,Nabeul,,,tayara
1100.0,Ain Zaghouan Nord,Tunis,,,tayara
3800.0,Centre Urbain Nord,Tunis,,,tayara
2200.0,El Menzah 9,Tunis,,,tayara
1200.0,El Menzah 4,Tunis,,,tayara
395000.0,L Aouina,Tunis,,,tayara
1350.0,L Aouina,Tunis,,,tayara
2700.0,El Menzah 6,Ariana,,,tayara
1300.0,Riadh Andalous,Ariana,,,tayara
155000.0,Kélibia,Nabeul,,,tayara
800.0,Bizerte,Bizerte,,,tayara
1500.0,Cité Hedi Nouira,Ariana,,,tayara
30000.0,Zaghouan,Zaghouan,,,tayara
600.0,Bizerte,Bizerte,,,tayara
0.0,Kélibia,Nabeul,,,tayara
320000.0,Gammarth,Tunis,,,tayara
1000.0,Béni Khiar,Nabeul,,,tayara
3200.0,Ain Zaghouan Nord,Tunis,,,tayara
80.0,Hammamet,Nabeul,,,tayara
80.0,Hammamet,Nabeul,,,tayara
80.0,Hammamet,Nabeul,,,tayara
80.0,Hammamet,Nabeul,,,tayara
80.0,Hammamet,Nabeul,,,tayara
80.0,Hammamet,Nabeul,,,tayara
80.0,Hammamet Centre,Nabeul,,,tayara
800.0,Le Kram,Tunis,,,tayara
0.0,L Aouina,Tunis,,,tayara
3100.0,Centre Urbain Nord,Tunis,,,tayara
0.0,Lac 2,Tunis,,,tayara
0.0,L Aouina,Tunis,,,tayara
1550.0,L Aouina,Tunis,,,tayara
840000.0,Zarzis,Médenine,,,tayara
1250.0,L Aouina,Tunis,,,tayara
1200.0,L Aouina,Tunis,,,tayara
1500.0,Mégrine,Ben Arous,,,tayara
750.0,Gammarth,Tunis,,,tayara
320000.0,Kélibia,Nabeul,,,tayara
600.0,Sousse Riadh,Sousse,,,tayara
250.0,Montplaisir,Tunis,,,tayara
1200.0,L Aouina,Tunis,,,tayara
500.0,Ain Zaghouan Nord,Tunis,,,tayara
177000.0,Sousse Riadh,Sousse,,,tayara
845.0,La Soukra,Ariana,,,tayara
1900.0,Ksar Hellal,Monastir,,,tayara
940000.0,Fouchana,Ben Arous,,,tayara
5500.0,Centre Urbain Nord,Tunis,,,tayara
5995.0,Centre Urbain Nord,Tunis,,,tayara
2665.0,Centre Urbain Nord,Tunis,,,tayara
2000.0,Centre Urbain Nord,Tunis,,,tayara
2200.0,Centre Urbain Nord,Tunis,,,tayara
3050.0,Centre Urbain Nord,Tunis,,,tayara
2400.0,Centre Urbain Nord,Tunis,,,tayara
2300.0,Centre Urbain Nord,Tunis,,,tayara
5500.0,Centre Urbain Nord,Tunis,,,tayara
1750.0,tunis,tunis,,,tayara
1650.0,L Aouina,Tunis,,,tayara
2000.0,Ain Zaghouan Sud,Tunis,,,tayara
750.0,tunis,tunis,,,tayara
1.0,El Menzah 7,Ariana,,,tayara
3900.0,Centre Urbain Nord,Tunis,,,tayara
550000.0,Hammam Lif,Ben Arous,,,tayara
2400.0,Centre Urbain Nord,Tunis,,,tayara
480000.0,Zarzis,Médenine,,,tayara
1100.0,Cité Olympique,Tunis,,,tayara
9000.0,Mornaguia,La Manouba,,,tayara
470.0,tunis,tunis,,,tayara
1900.0,Lac 2,Tunis,,,tayara
1000.0,Khzema,Sousse,,,tayara
120.0,Cité Ennasr 2,Ariana,,,tayara
2500.0,Lac 1,Tunis,,,tayara
620000.0,Djerba Midoun,Médenine,,,tayara
750.0,tunis,tunis,,,tayara
335000.0,Ezzahra,Ben Arous,,,tayara
80.0,L Aouina,Tunis,,,tayara
780000.0,Djerba Midoun,Médenine,,,tayara
454000.0,Ezzahra,Ben Arous,,,tayara
395000.0,tunis,tunis,,,tayara
450000.0,Zarzis,Médenine,,,tayara
305000.0,tunis,tunis,,,tayara
340000.0,L Aouina,Tunis,,,tayara
1100.0,Ain Zaghouen,Tunis,,,tayara
320000.0,Ezzahra,Ben Arous,,,tayara
0.0,Ezzahra,Ben Arous,,,tayara
650000.0,Kélibia,Nabeul,,,tayara
160000.0,Le Bardo,Tunis,,,tayara
700000.0,tunis,tunis,,,tayara
1200.0,Ezzahra,Ben Arous,,,tayara
740000.0,Le Bardo,Tunis,,,tayara
250.0,Boumhel,Ben Arous,,,tayara
9500.0,Mornaguia,La Manouba,,,tayara
3000.0,La Marsa,Tunis,,,tayara
1460.0,Ezzahra,Ben Arous,,,tayara
225000.0,La Soukra,Ariana,,,tayara
1200.0,Boumhel,Ben Arous,,,tayara
1350.0,Sousse Riadh,Sousse,,,tayara
430000.0,Kalaâ Kebira,Sousse,,,tayara
250000.0,Djerba Midoun,Médenine,,,tayara
800000.0,Le Bardo,Tunis,,,tayara
255000.0,Le Bardo,Tunis,,,tayara
420000.0,Khzema,Sousse,,,tayara
349000.0,Hergla,Sousse,,,tayara
0.0,Bizerte,Bizerte,,,tayara
366000.0,Sousse,Sousse,,,tayara
880000.0,Sousse,Sousse,,,tayara
60000.0,Sousse,Sousse,,,tayara
526000.0,Chotrana,Ariana,,,tayara
370000.0,Djerba Midoun,Médenine,,,tayara
180000.0,Le Bardo,Tunis,,,tayara
550000.0,Alain Savary,Tunis,,,tayara
600.0,La Soukra,Ariana,,,tayara
280000.0,Hraïria,Tunis,,,tayara
25000.0,Hergla,Sousse,,,tayara
1400.0,Ezzahra,Ben Arous,,,tayara
25000000.0,Ben Arous,Ben Arous,,,tayara
99999.0,Menzel Bouzelfa,Nabeul,,,tayara
2500000.0,Bouficha,Sousse,,,tayara
10000.0,tunis,tunis,,,tayara
3200000.0,Fouchana,Ben Arous,,,tayara
12300.0,Dar Fadhal,Ariana,,,tayara
5500000.0,Sidi Bou Said,Tunis,,,tayara
70000.0,Jardins El Menzah,Ariana,,,tayara
700.0,Béja Sud,Béja,,,tayara
449.0,Béja,Béja,,,tayara
1799999.0,El Menzah 5,Ariana,,,tayara
18000.0,Enfidha,Sousse,,,tayara
1.0,Ez Zeriba,Zaghouan,,,tayara
3200001.0,Fouchana,Ben Arous,,,tayara
29998.0,Cité El Khadra,Tunis,,,tayara
1170.0,La Marsa,Tunis,,,tayara
110000.0,Menzel Bourguiba,Bizerte,,,tayara
1550.0,L Aouina,Tunis,,,tayara
1400.0,Kantaoui,Sousse,,,tayara
165000.0,Radès,Ben Arous,,,tayara
2269150.0,Kantaoui,Sousse,,,tayara
4600.0,Centre Urbain Nord,Tunis,,,tayara
848.0,Ben Arous,Ben Arous,,,tayara
990000.0,Gabès,Gabès,,,tayara
272000.0,Radès,Ben Arous,,,tayara
400000.0,Fouchana,Ben Arous,,,tayara
220000.0,Radès,Ben Arous,,,tayara
135000.0,Bizerte Nord,Bizerte,,,tayara
225000.0,tunis,tunis,,,tayara
285000.0,Mrezga,Nabeul,,,tayara
2500.0,Mrezga,Nabeul,,,tayara
350000.0,Mrezga,Nabeul,,,tayara
385000.0,Mrezga,Nabeul,,,tayara
950.0,tunis,tunis,,,tayara
860.0,Khzema,Sousse,,,tayara
520000.0,Mrezga,Nabeul,,,tayara
1050.0,tunis,tunis,,,tayara
490000.0,Mrezga,Nabeul,,,tayara
1100.0,Mrezga,Nabeul,,,tayara
330000.0,El Haouaria,Nabeul,,,tayara
380000.0,Mrezga,Nabeul,,,tayara
1.0,El Ouardia,Tunis,,,tayara
0.0,Mrezga,Nabeul,,,tayara
80.0,Sbikha,Kairouan,,,tayara
90.0,Tunis,Tunis,,,tayara
395000.0,Le Bardo,Tunis,,,tayara
1400.0,Sahloul,Sousse,,,tayara
410000.0,tunis,tunis,,,tayara
250000.0,Hammamet Nord,Nabeul,,,tayara
315000.0,El Mourouj 6,Ben Arous,,,tayara
400000.0,Nabeul,Nabeul,,,tayara
1300.0,La Soukra,Ariana,,,tayara
150000.0,Mrezga,Nabeul,,,tayara
210000.0,Tunis Belvedere,Tunis,,,tayara
110000.0,Hammamet Nord,Nabeul,,,tayara
310000.0,El Menzah 9,Tunis,,,tayara
180000.0,Mnihla,Ariana,,,tayara
380000.0,Nabeul,Nabeul,,,tayara
260000.0,Raoued,Ariana,,,tayara
150000.0,tunis,tunis,,,tayara
180000.0,El Menzah 1,Tunis,,,tayara
150000.0,Mohamedia,Ben Arous,,,tayara
140.0,Hammamet,Nabeul,,,tayara
650000.0,Hammamet,Nabeul,,,tayara
650000.0,Hammamet Nord,Nabeul,,,tayara
190000.0,El Menzah 7,Ariana,,,tayara
235000.0,El Manar 2,Tunis,,,tayara
120000.0,Nabeul,Nabeul,,,tayara
180000.0,Mrezga,Nabeul,,,tayara
270000.0,Tunis Belvedere,Tunis,,,tayara
420000.0,El Menzah 8,Ariana,,,tayara
130000.0,Ksar Said,Tunis,,,tayara
150000.0,Cité El Khadra,Tunis,,,tayara
210000.0,Ain Zaghouen,Tunis,,,tayara
260000.0,Raoued,Ariana,,,tayara
394999.0,L Aouina,Tunis,,,tayara
1550.0,Ennasr,Ariana,,,tayara
2889.0,tunis,tunis,,,tayara
2490.0,tunis,tunis,,,tayara
900.0,Borj Louzir,Ariana,,,tayara
1400.0,Ariana Ville,Ariana,,,tayara
900.0,tunis,tunis,,,tayara
920.0,Mutuelleville,Tunis,,,tayara
390.0,Centre Ville Lafayette,Tunis,,,tayara
20.0,Yasmine Hammamet,Nabeul,,,tayara
700.0,Hammam Sousse,Sousse,,,tayara
80.0,La Marsa,Tunis,,,tayara
0.0,Ras Jebel,Bizerte,,,tayara
0.0,Ras Jebel,Bizerte,,,tayara
100.0,tunis,tunis,,,tayara
180000.0,Route TANIOUR,Sfax,,,tayara
3500.0,Lac 2,Tunis,,,tayara
100.0,El Mourouj 6,Ben Arous,,,tayara
0.0,Route El Ain,Sfax,,,tayara
300.0,Medina Jedida,Ben Arous,,,tayara
80.0,Kef Est,Le Kef,,,tayara
800.0,Djerba Houmt Souk,Médenine,,,tayara
150.0,La Marsa,Tunis,,,tayara
150.0,La Marsa,Tunis,,,tayara
140.0,Carthage,Tunis,,,tayara
1750.0,Jardins De Carthage,Tunis,,,tayara
500.0,Fouchana,Ben Arous,,,tayara
950.0,L Aouina,Tunis,,,tayara
1750.0,Jardins De Carthage,Tunis,,,tayara
160.0,Lac 2,Tunis,,,tayara
150.0,Jardins De Carthage,Tunis,,,tayara
160.0,Lac 2,Tunis,,,tayara
950.0,L Aouina,Tunis,,,tayara
1650.0,Jardins De Carthage,Tunis,,,tayara
1050000.0,Hammamet,Nabeul,,,tayara
1009.0,Hammamet,Nabeul,,,tayara
1150000.0,Hammamet,Nabeul,,,tayara
1350000.0,Hammamet,Nabeul,,,tayara
850000.0,Le Bardo,Tunis,,,tayara
123.0,ROUTE SALTANIA,Sfax,,,tayara
0.0,Khaznadar,Tunis,,,tayara
450.0,Bou Salem,Jendouba,,,tayara
500.0,Ras Jebel,Bizerte,,,tayara
120000.0,Agba,Tunis,,,tayara
2300.0,El Mourouj 1,Ben Arous,,,tayara
0.0,Medina Jedida,Ben Arous,,,tayara
650.0,Denden,La Manouba,,,tayara
75000.0,Sidi Bouzid,Sidi Bouzid,,,tayara
790000.0,Hammam Chott,Ben Arous,,,tayara
360000.0,Ariana,Ariana,,,tayara
1.0,El Omrane Supérieur,Tunis,,,tayara
124998.0,El Ksour,Le Kef,,,tayara
430.0,Mornag,Ben Arous,,,tayara
4800.0,Sidi Bou Said,Tunis,,,tayara
3400.0,Ain Zaghouan Sud,tunis,,,tayara
1100.0,Sfax,Sfax,,,tayara
950.0,Centre Urbain Nord,Tunis,,,tayara
1500000.0,Sfax,Sfax,,,tayara
320000.0,Sfax,Sfax,,,tayara
240000.0,Sfax,Sfax,,,tayara
80000.0,Route El Ain,Sfax,,,tayara
175000.0,Manouba Ville,La Manouba,,,tayara
850.0,Riadh Andalous,Ariana,,,tayara
154999.0,tunis,tunis,,,tayara
2500.0,Lac 2,Tunis,,,tayara
280000.0,Hraïria,Tunis,,,tayara
1800.0,Lac 2,Tunis,,,tayara
1500.0,Sahloul,Sousse,,,tayara
700.0,Carthage,Tunis,,,tayara
122500.0,Korba,Nabeul,,,tayara
1680000.0,Le Bardo,Tunis,,,tayara
468000.0,Oued Ellil,La Manouba,,,tayara
340000.0,Le Bardo,Tunis,,,tayara
600.0,Ezzahra,Ben Arous,,,tayara
0.0,Sfax Ville,Sfax,,,tayara
4000.0,Tunis,Tunis,,,tayara
900.0,La Manouba,La Manouba,,,tayara
600.0,Raoued,Ariana,,,tayara
1.0,El Mourouj 4,Ben Arous,,,tayara
1.0,Le Kram,Tunis,,,tayara
202720.0,El Alia,Bizerte,,,tayara
360000.0,Sahloul,Sousse,,,tayara
65000.0,Sousse,Sousse,,,tayara
450000.0,Sahloul,Sousse,,,tayara
1150.0,Sousse Jawhara,Sousse,,,tayara
60000.0,Sakiet Eddaïer,Sfax,,,tayara
1.0,Gammarth,Tunis,,,tayara
1.0,L Aouina,Tunis,,,tayara
900.0,tunis,tunis,,,tayara
900.0,tunis,tunis,,,tayara
735.0,Lac 1,Tunis,,,tayara
450.0,Tunis,Tunis,,,tayara
850.0,Mnihla,Ariana,,,tayara
195000.0,L Aouina,Tunis,,,tayara
2100.0,La Soukra,Ariana,,,tayara
500.0,Bizerte,Bizerte,,,tayara
240000.0,tunis,tunis,,,tayara
185000.0,Kélibia,Nabeul,,,tayara
60.0,Monastir,Monastir,,,tayara
550.0,Bizerte Nord,Bizerte,,,tayara
8000.0,El Menzah 5,Ariana,,,tayara
18.0,Sakiet Sidi Youssef,Le Kef,,,tayara
137000.0,Borj Cedria,Ben Arous,,,tayara
145000.0,Soliman,Nabeul,,,tayara
435000.0,Borj Cedria,Ben Arous,,,tayara
210000.0,Kélibia,Nabeul,,,tayara
230000.0,Borj Cedria,Ben Arous,,,tayara
238500.0,Borj Cedria,Ben Arous,,,tayara
139000.0,tunis,tunis,,,tayara
690.0,tunis,tunis,,,tayara
7000.0,Gammarth,Tunis,,,tayara
200.0,Charguia 2,Ariana,,,tayara
840.0,Sousse Jawhara,Sousse,,,tayara
320000.0,Kélibia,Nabeul,,,tayara
110.0,Borj El Amri,La Manouba,,,tayara
0.0,M Saken,Sousse,,,tayara
800.0,Le Kram,Tunis,,,tayara
800.0,Le Kram,Tunis,,,tayara
0.0,Ennasr,Ariana,,,tayara
850.0,Le Kram,Tunis,,,tayara
98000.0,Ksar Said,Tunis,,,tayara
0.0,Kélibia,Nabeul,,,tayara
1200.0,tunis,tunis,,,tayara
400000.0,Lac 1,Tunis,,,tayara
4000.0,tunis,tunis,,,tayara
5000.0,tunis,tunis,,,tayara
270000.0,Centre Ville Lafayette,Tunis,,,tayara
200000.0,Manouba Ville,La Manouba,,,tayara
1700000.0,Lac 2,Tunis,,,tayara
1100.0,Le Bardo,Tunis,,,tayara
1200.0,Le Bardo,Tunis,,,tayara
310000.0,Le Bardo,Tunis,,,tayara
560000.0,Le Bardo,Tunis,,,tayara
450.0,Le Kram,Tunis,,,tayara
700.0,Ain Zaghouen,Tunis,,,tayara
229000.0,Le Bardo,Tunis,,,tayara
300000.0,El Ouardia,Tunis,,,tayara
5.0,Autres Villes,Ben Arous,,,tayara
950.0,Le Bardo,Tunis,,,tayara
1.0,Hammamet,Nabeul,,,tayara
750.0,Le Bardo,Tunis,,,tayara
172000.0,Cité Ennasr 2,Ariana,,,tayara
240000.0,Hraïria,Tunis,,,tayara
1.0,Hammamet,Nabeul,,,tayara
1200.0,Le Bardo,Tunis,,,tayara
850.0,Hammam Sousse,Sousse,,,tayara
250000.0,Le Bardo,Tunis,,,tayara
820000.0,Le Bardo,Tunis,,,tayara
325000.0,Le Bardo,Tunis,,,tayara
120.0,El Mourouj 6,Ben Arous,,,tayara
3000.0,Lac 2,Tunis,,,tayara
1000.0,Ain Zaghouan Sud,Tunis,,,tayara
1600.0,Ain Zaghouan Nord,Tunis,,,tayara
330000.0,Bizerte,Bizerte,,,tayara
3800.0,Mutuelleville,Tunis,,,tayara
3500.0,Mutuelleville,Tunis,,,tayara
130000.0,Autres Villes,Ariana,,,tayara
1050.0,Ennasr,Ariana,,,tayara
1400.0,Ennasr,Ariana,,,tayara
700.0,Ezzouhour,Tunis,,,tayara
1.0,Chotrana 1,Ariana,,,tayara
90.0,Ain Zaghouen,Tunis,,,tayara
2000.0,tunis,tunis,,,tayara
600.0,Béni Khiar,Nabeul,,,tayara
1300.0,Hammam Sousse,Sousse,,,tayara
0.0,Boumhel,Ben Arous,,,tayara
80.0,Chatt mariem,Sousse,,,tayara
0.0,Riadh Andalous,Ariana,,,tayara
75000.0,El Menzah 9,Tunis,,,tayara
165000.0,Centre Ville Lafayette,Tunis,,,tayara
0.0,Nabeul,Nabeul,,,tayara
2300.0,Sidi Bou Said,Tunis,,,tayara
398000.0,La Soukra,Ariana,,,tayara
110.0,Hammamet,Nabeul,,,tayara
38000.0,Kélibia,Nabeul,,,tayara
2000.0,Tunis,Tunis,,,tayara
500.0,Ariana,Ariana,,,tayara
870000.0,La Soukra,Ariana,,,tayara
2500.0,Hammam Sousse,Sousse,,,tayara
170000.0,Kélibia,Nabeul,,,tayara
600000.0,La Marsa,Tunis,,,tayara
980000.0,Chotrana 3,Ariana,,,tayara
0.0,La Soukra,Ariana,,,tayara
2000.0,Lac 2,Tunis,,,tayara
1800.0,Lac 2,Tunis,,,tayara
1350.0,Ain Zaghouan Nord,Tunis,,,tayara
980000.0,La Soukra,Ariana,,,tayara
1250.0,La Soukra,Ariana,,,tayara
30.0,Mornaguia,La Manouba,,,tayara
400.0,Kantaoui,Sousse,,,tayara
2500.0,Jardins De Carthage,Tunis,,,tayara
5500.0,Mutuelleville,Tunis,,,tayara
24000.0,Cité jardin,Tunis,,,tayara
395000.0,La Soukra,Ariana,,,tayara
294998.0,Sahloul,Sousse,,,tayara
95000.0,Kélibia,Nabeul,,,tayara
35000.0,Sidi Rezig,Ben Arous,,,tayara
395000.0,Ain Zaghouen,Tunis,,,tayara
385000.0,Riadh Andalous,Ariana,,,tayara
250000.0,Ezzouhour,Tunis,,,tayara
1300.0,Menzah,Tunis,,,tayara
195000.0,El Menzah 7,Ariana,,,tayara
1000.0,El Menzah 9,Tunis,,,tayara
900.0,La Goulette,Tunis,,,tayara
250000.0,El Menzah 7,Ariana,,,tayara
1000.0,tunis,tunis,,,tayara
1700.0,El Menzah 7,Ariana,,,tayara
1850.0,Charguia 2,Ariana,,,tayara
0.0,Hammamet Nord,Nabeul,,,tayara
1300.0,El Menzah 9,Tunis,,,tayara
600.0,L Aouina,Tunis,,,tayara
540000.0,Mrezga,Nabeul,,,tayara
530000.0,Hergla,Sousse,,,tayara
1200.0,Chotrana 3,Ariana,,,tayara
0.0,tunis,tunis,,,tayara
0.0,Mornaguia,La Manouba,,,tayara
0.0,La Manouba,La Manouba,,,tayara
310000.0,Le Kram,Tunis,,,tayara
315000.0,La Manouba,La Manouba,,,tayara
319000.0,La Manouba,La Manouba,,,tayara
1400.0,El Menzah 8,Ariana,,,tayara
600.0,Ghazela,Ariana,,,tayara
120.0,Sfax,Sfax,,,tayara
700.0,Route de GABES,Sfax,,,tayara
395000.0,L Aouina,Tunis,,,tayara
1.0,Nouvelle Ariana,Ariana,,,tayara
0.0,Route TANIOUR,Sfax,,,tayara
73000.0,Kélibia,Nabeul,,,tayara
320000.0,L Aouina,Tunis,,,tayara
1000.0,Sahloul,Sousse,,,tayara
179999.0,L Aouina,Tunis,,,tayara
6267.0,Centre Urbain Nord,Tunis,,,tayara
2639.0,Centre Urbain Nord,Tunis,,,tayara
2200.0,Centre Urbain Nord,Tunis,,,tayara
4445.0,Centre Urbain Nord,Tunis,,,tayara
900.0,Hammamet Nord,Nabeul,,,tayara
20000.0,Montplaisir,Tunis,,,tayara
44000.0,Montplaisir,Tunis,,,tayara
1880.0,Montplaisir,Tunis,,,tayara
3500.0,Montplaisir,Tunis,,,tayara
1200.0,Montplaisir,Tunis,,,tayara
1400.0,Ain Zaghouen,Tunis,,,tayara
750.0,El Mourouj 3,Ben Arous,,,tayara
1100.0,Ennasr,Ariana,,,tayara
1.0,La Soukra,Ariana,,,tayara
60000.0,El Menzah 4,Tunis,,,tayara
1400.0,L Aouina,Tunis,,,tayara
1050.0,Mnihla,Ariana,,,tayara
2000.0,tunis,tunis,,,tayara
2100.0,tunis,tunis,,,tayara
350000.0,La Marsa,Tunis,,,tayara
1.0,Ksibet El Médiouni,Monastir,,,tayara
400.0,Mohamedia,Ben Arous,,,tayara
2500000.0,tunis,tunis,,,tayara
1600.0,Cité Ennasr 2,Ariana,,,tayara
1500.0,El Menzah 7,Ariana,,,tayara
225000.0,Cité Ennasr 2,Ariana,,,tayara
175000.0,El Menzah 7,Ariana,,,tayara
850000.0,Nabeul,Nabeul,,,tayara
205.0,Ain Zaghouan Nord,Tunis,,,tayara
1200.0,Le Bardo,Tunis,,,tayara
1000.0,Le Bardo,Tunis,,,tayara
543000.0,Jardins De Carthage,Tunis,,,tayara
1150.0,L Aouina,Tunis,,,tayara
115000.0,Borj Louzir,Ariana,,,tayara
850.0,Centre Ville Lafayette,Tunis,,,tayara
2000.0,El Menzah 4,Tunis,,,tayara
55000.0,Kélibia,Nabeul,,,tayara
900.0,L Aouina,Tunis,,,tayara
150.0,Centre Urbain Nord,Tunis,,,tayara
2200.0,El Menzah 9,Tunis,,,tayara
130000.0,Béni Khiar,Nabeul,,,tayara
1800.0,Centre Urbain Nord,Tunis,,,tayara
1100.0,Sousse,Sousse,,,tayara
950.0,L Aouina,Tunis,,,tayara
1200.0,Sousse,Sousse,,,tayara
1100.0,Charguia 2,Ariana,,,tayara
6000.0,Kantaoui,Sousse,,,tayara
850.0,Borj Louzir,Ariana,,,tayara
3399996.0,Séjoumi,Tunis,,,tayara
1200.0,Hammam Sousse,Sousse,,,tayara
300000.0,El Manar 1,Tunis,,,tayara
280000.0,Sahloul,Sousse,,,tayara
2800.0,El Menzah 7,Ariana,,,tayara
860000.0,Akouda,Sousse,,,tayara
590.0,Sousse,Sousse,,,tayara
260000.0,Sahloul,Sousse,,,tayara
1600000.0,Chatt mariem,Sousse,,,tayara
250000.0,La Soukra,Ariana,,,tayara
1250.0,El Menzah 6,Ariana,,,tayara
1600.0,Hammam Sousse,Sousse,,,tayara
1300000.0,Jardins De Carthage,Tunis,,,tayara
2230800.0,Mornag,Ben Arous,,,tayara
350.0,Mutuelleville,Tunis,,,tayara
65000.0,Centre Ville Lafayette,Tunis,,,tayara
9027.0,Le Kram,Tunis,,,tayara
13000.0,El Menzah 1,Tunis,,,tayara
5200.0,Le Kram,Tunis,,,tayara
0.0,La Soukra,Ariana,,,tayara
5800000.0,Sidi Thabet,Ariana,,,tayara
33750.0,Mutuelleville,Tunis,,,tayara
9300.0,tunis,tunis,,,tayara
1200.0,Mutuelleville,Tunis,,,tayara
463000.0,Sahloul,Sousse,,,tayara
22500.0,Charguia 2,Ariana,,,tayara
39000.0,Tunis,Tunis,,,tayara
100000.0,Lac 1,Tunis,,,tayara
4500.0,La Marsa,Tunis,,,tayara
3500.0,El Menzah 9,Tunis,,,tayara
5000.0,El Menzah 9,Tunis,,,tayara
1000.0,Ezzahra,Ben Arous,,,tayara
4900.0,El Menzah 9,Tunis,,,tayara
430000.0,La Soukra,Ariana,,,tayara
2500.0,El Omrane,Tunis,,,tayara
258500.0,Mrezga,Nabeul,,,tayara
150.0,Raoued,Ariana,,,tayara
275000.0,Mrezga,Nabeul,,,tayara
190000.0,Ezzahra,Ben Arous,,,tayara
8500.0,La Marsa,Tunis,,,tayara
-1.0,Mahdia,Mahdia,,,tayara
470000.0,Mahdia,Mahdia,,,tayara
0.0,Mahdia,Mahdia,,,tayara
1350.0,Mahdia,Mahdia,,,tayara
418000.0,Mrezga,Nabeul,,,tayara
111111.0,Tunis Belvedere,Tunis,,,tayara
680000.0,Mahdia,Mahdia,,,tayara
2500.0,Borj Cedria,Ben Arous,,,tayara
4500.0,Gammarth,Tunis,,,tayara
2980000.0,Mahdia,Mahdia,,,tayara
2000.0,Bizerte,Bizerte,,,tayara
140.0,Djedeida,La Manouba,,,tayara
1300.0,Hammam Sousse,Sousse,,,tayara
350000.0,L Aouina,Tunis,,,tayara
1.0,Mornag,Ben Arous,,,tayara
1.0,Medina Jedida,Ben Arous,,,tayara
1550.0,L Aouina,Tunis,,,tayara
750000.0,Ariana,Ariana,,,tayara
1700.0,El Menzah 9,Tunis,,,tayara
715000.0,L Aouina,Tunis,,,tayara
574000.0,Sahloul,Sousse,,,tayara
0.0,Monastir,Monastir,,,tayara
159705.0,tunis,tunis,,,tayara
1249.0,tunis,tunis,,,tayara
171000.0,Mahdia,Mahdia,,,tayara
670000.0,La Marsa,Tunis,,,tayara
1.0,Centre Ville Lafayette,Tunis,,,tayara
6500.0,Gammarth,Tunis,,,tayara
210000.0,Kélibia,Nabeul,,,tayara
0.0,La Marsa,Tunis,,,tayara
6000.0,Sidi Bou Said,Tunis,,,tayara
15000.0,Alain Savary,Tunis,,,tayara
20000.0,Alain Savary,Tunis,,,tayara
1400.0,La Marsa,Tunis,,,tayara
2394.0,Centre Urbain Nord,Tunis,,,tayara
2400.0,Centre Urbain Nord,Tunis,,,tayara
15794.0,Centre Urbain Nord,Tunis,,,tayara
800.0,La Soukra,Ariana,,,tayara
740000.0,tunis,tunis,,,tayara
1200.0,tunis,tunis,,,tayara
1.0,Riadh Andalous,Ariana,,,tayara
0.0,tunis,tunis,,,tayara
2300.0,Gammarth,Tunis,,,tayara
11.0,Tabarka,Jendouba,,,tayara
700.0,La Marsa,Tunis,,,tayara
290000.0,La Manouba,La Manouba,,,tayara
500000.0,La Soukra,Ariana,,,tayara
1000.0,tunis,tunis,,,tayara
1100.0,Chotrana 1,Ariana,,,tayara
800.0,Gammarth,Tunis,,,tayara
3800.0,Mutuelleville,Tunis,,,tayara
299999.0,Tunis,Tunis,,,tayara
500.0,La Marsa,Tunis,,,tayara
230000.0,Medina Jedida,Ben Arous,,,tayara
2000.0,La Marsa,Tunis,,,tayara
1200.0,Gammarth,Tunis,,,tayara
1200.0,tunis,tunis,,,tayara
400.0,Bizerte,Bizerte,,,tayara
22000.0,Charguia 2,Ariana,,,tayara
850000.0,Kélibia,Nabeul,,,tayara
500.0,Ben Arous,Ben Arous,,,tayara
200.0,Cité Ennasr 2,Ariana,,,tayara
240000.0,Ouerdanine,Monastir,,,tayara
250.0,Cité Ennasr 2,Ariana,,,tayara
100.0,Cité Ennasr 2,Ariana,,,tayara
1100.0,tunis,tunis,,,tayara
2800.0,tunis,tunis,,,tayara
270000.0,Kélibia,Nabeul,,,tayara
148000.0,Cité Ennasr 2,Ariana,,,tayara
850.0,tunis,tunis,,,tayara
500.0,Denden,La Manouba,,,tayara
0.0,Centre Ville Lafayette,Tunis,,,tayara
390.0,Centre Ville Lafayette,Tunis,,,tayara
950.0,Khzema,Sousse,,,tayara
550.0,tunis,tunis,,,tayara
400.0,Route de l'aéroport,Sfax,,,tayara
195000.0,Hammam Sousse,Sousse,,,tayara
0.0,Djerba Midoun,Médenine,,,tayara
800.0,Monastir,Monastir,,,tayara
2000.0,Akouda,Sousse,,,tayara
950.0,Ennasr,Ariana,,,tayara
220000.0,Cité El Khadra,Tunis,,,tayara
750.0,Le Bardo,Tunis,,,tayara
1200.0,Sahloul,Sousse,,,tayara
70.0,Ennasr,Ariana,,,tayara
275.0,Medina Jedida,Ben Arous,,,tayara
0.0,Mrezga,Nabeul,,,tayara
100.0,Ain Zaghouen,Tunis,,,tayara
950.0,Nabeul,Nabeul,,,tayara
2400.0,Chatt mariem,Sousse,,,tayara
820.0,tunis,tunis,,,tayara
1250.0,Ain Zaghouan Nord,Tunis,,,tayara
1.0,Téboulba,Monastir,,,tayara
0.0,Ghar El Melh,Bizerte,,,tayara
